confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__clostridium_bolteae,g__dna helicase,g__5-formyltetrahydrofolate cyclo-ligase,0.29,0.39,0.84,0.095004,DBN_,GM,TGM
s__roseburia_intestinalis,g__histidine kinase,g__peroxiredoxin,0.16,1,0.59,0.0944,DBN_,GM,TGM
s__clostridium_clostridioforme,g__dephospho-coa kinase,g__glutamate dehydrogenase,1,0.78,0.12,0.0936,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dephospho-coa kinase,g__glutamate dehydrogenase,0.75,1,0.12,0.09,DBN_,GM,TGM
s__bacteroides_faecis,g__phosphatidate cytidylyltransferase,g__phosphopyruvate hydratase,0.68,0.66,0.2,0.08976,DBN_,GM,TGM
s__bacteroides_faecis,g__glutamate decarboxylase,g__aldose 1-epimerase,0.52,0.98,0.17,0.086632,DBN_,GM,TGM
s__eubacterium_ventriosum,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.32,0.27,0.0864,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__phosphopyruvate hydratase,0.52,0.23,0.72,0.086112,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,m__hmdb00289,0.21,1,0.41,0.0861,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00030,g__uridine kinase,1,0.14,0.61,0.0854,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.12,0.7,0.084,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__aldose 1-epimerase,m__hmdb00619,1,0.75,0.11,0.0825,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__dihydrolipoyl dehydrogenase,0.52,0.99,0.16,0.082368,DBN_,GM,TGM
s__akkermansia_muciniphila,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,0.34,1,0.24,0.0816,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00089,m__hmdb00296,0.15,0.82,0.66,0.08118,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.81,0.1,0.081,DBN_,GM,TGM
s__akkermansia_muciniphila,g__endopeptidase clp,g__ribulose-phosphate 3-epimerase,1,0.16,0.49,0.0784,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.99,0.79,0.1,0.07821,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__aldose 1-epimerase,0.46,1,0.17,0.0782,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__glutamate dehydrogenase,0.46,1,0.17,0.0782,DBN_,GM,TGM
s__ruminococcus_torques,g__dihydrolipoyl dehydrogenase,m__hmdb00043,0.96,0.18,0.45,0.07776,DBN_,GM,TGM
s__eubacterium_siraeum,g__methionyl aminopeptidase,m__hmdb00209,0.12,1,0.63,0.0756,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,m__hmdb00296,0.67,0.27,0.39,0.070551,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,g__phosphoglycerate kinase,0.67,0.1,1,0.067,DBN_,GM,TGM
s__bacteroides_faecis,g__transaldolase,g__phosphopyruvate hydratase,0.12,0.66,0.83,0.065736,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb01257,g__phosphatidate cytidylyltransferase,0.26,1,0.25,0.065,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__phosphatidate cytidylyltransferase,0.79,0.1,0.82,0.06478,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb01149,g__histidine kinase,0.27,0.85,0.28,0.06426,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,m__hmdb00089,0.79,0.15,0.54,0.06399,DBN_,GM,TGM
s__ruminococcus_torques,m__hmdb00043,g__dihydrolipoyl dehydrogenase,0.18,0.96,0.37,0.063936,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00619,m__hmdb00056,0.27,0.24,0.97,0.062856,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.97,0.34,0.19,0.062662,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00056,m__hmdb01257,0.24,0.26,1,0.0624,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__acetyl-coa c-acetyltransferase,0.92,0.56,0.12,0.061824,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__histidine kinase,0.52,0.12,0.99,0.061776,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__phosphoglycerate kinase,0.79,0.1,0.78,0.06162,DBN_,GM,TGM
s__bacteroides_caccae,g__transaldolase,g__ribulose-phosphate 3-epimerase,1,0.16,0.37,0.0592,DBN_,GM,TGM
s__bacteroides_finegoldii,g__phosphoglycerate kinase,g__histidine kinase,0.1,0.6,0.95,0.057,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00251,g__endopeptidase clp,0.14,1,0.4,0.056,DBN_,GM,TGM
s__ruminococcus_torques,m__hmdb00043,g__dihydrolipoyl dehydrogenase,0.18,0.96,0.32,0.055296,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00209,g__thymidylate synthase,0.12,0.5,0.91,0.0546,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00251,m__hmdb00097,0.14,1,0.39,0.0546,DBN_,GM,TGM
s__akkermansia_muciniphila,g__triose-phosphate isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.34,0.16,0.0544,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__glutamate decarboxylase,g__fructose-bisphosphate aldolase,0.49,1,0.11,0.0539,DBN_,GM,TGM
s__bacteroides_stercoris,g__phosphoglycerate kinase,g__methionyl aminopeptidase,0.1,0.6,0.88,0.0528,DBN_,GM,TGM
s__bacteroides_stercoris,g__phosphoglycerate kinase,g__methionyl aminopeptidase,0.1,0.6,0.87,0.0522,DBN_,GM,TGM
s__alistipes_shahii,g__phosphoglycerate kinase,g__histidine kinase,0.18,0.85,0.34,0.05202,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__methionyl aminopeptidase,g__glutamate dehydrogenase,0.4,1,0.13,0.052,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00619,m__hmdb01257,0.27,0.26,0.74,0.051948,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00296,g__acetyl-coa c-acetyltransferase,0.82,0.56,0.11,0.050512,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00251,m__hmdb00097,0.14,1,0.35,0.049,DBN_,GM,TGM
s__ruminococcus_torques,g__methionyl aminopeptidase,g__glutamate dehydrogenase,0.38,0.99,0.13,0.048906,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.22,0.26,0.83,0.047476,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00619,g__phosphopyruvate hydratase,0.27,0.95,0.18,0.04617,DBN_,GM,TGM
s__eubacterium_siraeum,g__uridine kinase,m__hmdb00030,0.14,1,0.32,0.0448,DBN_,GM,TGM
s__roseburia_intestinalis,m__hmdb01149,g__histidine kinase,0.62,0.16,0.45,0.04464,DBN_,GM,TGM
s__akkermansia_muciniphila,g__phosphatidate cytidylyltransferase,g__endopeptidase clp,0.11,1,0.4,0.044,DBN_,GM,TGM
s__clostridium_clostridioforme,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.12,0.36,0.0432,DBN_,GM,TGM
s__ruminococcus_torques,m__hmdb00043,g__3-hydroxybutyryl-coa dehydrogenase,0.18,0.45,0.53,0.04293,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,0.11,1,0.39,0.0429,DBN_,GM,TGM
s__bacteroides_fragilis,m__hmdb00030,g__aldose 1-epimerase,0.16,0.95,0.28,0.04256,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,0.11,1,0.38,0.0418,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,m__hmdb00056,0.79,0.52,0.1,0.04108,DBN_,GM,TGM
s__alistipes_shahii,g__3-hydroxybutyryl-coa dehydrogenase,g__histidine kinase,0.32,0.85,0.15,0.0408,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.22,0.26,0.7,0.04004,DBN_,GM,TGM
s__clostridium_clostridioforme,g__phosphatidate cytidylyltransferase,g__endopeptidase clp,1,0.1,0.4,0.04,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__aldose 1-epimerase,g__methionyl aminopeptidase,1,0.4,0.1,0.04,DBN_,GM,TGM
s__alistipes_shahii,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,0.46,0.32,0.27,0.039744,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__phosphoglycerate kinase,0.49,0.1,0.81,0.03969,DBN_,GM,TGM
s__eubacterium_ventriosum,m__hmdb00014,m__hmdb00043,0.15,1,0.26,0.039,DBN_,GM,TGM
s__bacteroides_stercoris,g__dihydrolipoyl dehydrogenase,g__transaldolase,0.16,1,0.24,0.0384,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,g__3-hydroxybutyryl-coa dehydrogenase,0.16,0.41,0.57,0.037392,DBN_,GM,TGM
s__eubacterium_ventriosum,g__phosphopyruvate hydratase,m__hmdb00043,0.12,1,0.31,0.0372,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00014,m__hmdb00089,0.36,1,0.1,0.036,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphoglycerate kinase,g__histidine kinase,0.86,0.12,0.34,0.035088,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.97,0.34,0.1,0.03298,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00251,g__shikimate kinase,0.33,0.99,0.1,0.03267,DBN_,GM,TGM
s__roseburia_intestinalis,g__histidine kinase,g__peroxiredoxin,0.16,1,0.2,0.032,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.93,0.2,0.17,0.03162,DBN_,GM,TGM
s__bacteroides_stercoris,g__transaldolase,g__dihydrolipoyl dehydrogenase,1,0.16,0.19,0.0304,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb01257,m__hmdb00619,0.26,0.27,0.43,0.030186,DBN_,GM,TGM
s__clostridium_bolteae,g__beta-lactamase,m__hmdb00619,0.13,0.27,0.84,0.029484,DBN_,GM,TGM
s__bacteroides_thetaiotaomicron,g__fructose-bisphosphate aldolase,g__peroxiredoxin,0.25,0.31,0.38,0.02945,DBN_,GM,TGM
s__roseburia_intestinalis,m__hmdb01149,g__histidine kinase,0.62,0.16,0.28,0.027776,DBN_,GM,TGM
s__eubacterium_rectale,g__dihydrolipoyl dehydrogenase,g__phosphopyruvate hydratase,0.99,0.23,0.12,0.027324,DBN_,GM,TGM
s__bacteroides_caccae,g__ribulose-phosphate 3-epimerase,g__shikimate kinase,0.16,1,0.17,0.0272,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,m__hmdb00251,0.16,0.33,0.51,0.026928,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00209,m__hmdb00014,0.12,0.88,0.25,0.0264,DBN_,GM,TGM
s__eubacterium_siraeum,g__uridine kinase,m__hmdb00089,0.14,1,0.17,0.0238,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00097,g__phosphoglycerate kinase,0.41,0.1,0.58,0.02378,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb01257,m__hmdb00619,0.26,0.27,0.32,0.022464,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00089,g__transaldolase,0.15,0.92,0.16,0.02208,DBN_,GM,TGM
s__bacteroides_uniformis,g__uridine kinase,m__hmdb00089,0.84,0.15,0.17,0.02142,DBN_,GM,TGM
s__akkermansia_muciniphila,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.16,0.34,0.39,0.021216,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.21,0.12,0.84,0.021168,DBN_,GM,TGM
s__bacteroides_finegoldii,g__phosphoglycerate kinase,g__histidine kinase,0.1,0.6,0.34,0.0204,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphatidate cytidylyltransferase,g__phosphopyruvate hydratase,0.1,0.97,0.2,0.0194,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,g__acetyl-coa c-acetyltransferase,0.16,0.99,0.11,0.017424,DBN_,GM,TGM
s__bacteroides_fragilis,g__glutamate dehydrogenase,g__glucose-1-phosphate adenylyltransferase,0.13,1,0.13,0.0169,DBN_,GM,TGM
s__akkermansia_muciniphila,g__peptidylprolyl isomerase,g__triose-phosphate isomerase,0.16,1,0.1,0.016,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00619,m__hmdb02322,0.27,0.49,0.12,0.015876,DBN_,GM,TGM
s__clostridium_bolteae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__beta-lactamase,0.91,0.13,0.13,0.015379,DBN_,GM,TGM
s__eubacterium_rectale,g__histidine kinase,g__peroxiredoxin,0.12,0.2,0.59,0.01416,DBN_,GM,TGM
s__clostridium_clostridioforme,g__glutamate dehydrogenase,g__endopeptidase clp,0.78,0.1,0.18,0.01404,DBN_,GM,TGM
s__alistipes_shahii,g__glutamate decarboxylase,g__phosphoglycerate kinase,0.54,0.18,0.13,0.012636,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,0.11,1,0.11,0.0121,DBN_,GM,TGM
s__bacteroides_fragilis,m__hmdb00030,m__hmdb00296,0.16,0.12,0.61,0.011712,DBN_,GM,TGM
s__roseburia_inulinivorans,m__hmdb00020,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.43,0.17,0.16,0.011696,DBN_,GM,TGM
s__bacteroides_ovatus,g__dna-directed rna polymerase,m__hmdb00251,0.13,0.33,0.27,0.011583,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,m__hmdb00251,0.16,0.33,0.21,0.011088,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00296,g__dihydrolipoyl dehydrogenase,0.65,0.12,0.14,0.01092,DBN_,GM,TGM
s__alistipes_shahii,g__glutamate decarboxylase,g__phosphoglycerate kinase,0.54,0.18,0.11,0.010692,DBN_,GM,TGM
s__bacteroides_faecis,g__transaldolase,g__phosphopyruvate hydratase,0.12,0.66,0.13,0.010296,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00097,g__phosphoglycerate kinase,0.41,0.1,0.24,0.00984,DBN_,GM,TGM
s__akkermansia_muciniphila,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.16,0.34,0.16,0.008704,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,g__l-serine ammonia-lyase,0.16,0.31,0.17,0.008432,DBN_,GM,TGM
s__eubacterium_ventriosum,g__3-hydroxybutyryl-coa dehydrogenase,g__histidine kinase,0.32,0.11,0.15,0.00528,DBN_,GM,TGM
s__eubacterium_rectale,g__histidine kinase,g__peroxiredoxin,0.12,0.2,0.2,0.0048,DBN_,GM,TGM
s__bacteroides_finegoldii,g__phosphoglycerate kinase,m__hmdb00097,0.1,0.41,0.1,0.0041,DBN_,GM,TGM
m__hmdb01149,s__streptococcus_thermophilus,s__escherichia_coli,1,0.19,1,0.19,DBN_,TT,TTM
m__hmdb00043,s__eubacterium_ventriosum,s__bacteroides_massiliensis,0.23,1,0.31,0.0713,DBN_,TT,TTM
m__hmdb00043,s__bacteroides_stercoris,s__eubacterium_ventriosum,0.89,0.23,0.33,0.067551,DBN_,TT,TTM
m__hmdb00030,s__akkermansia_muciniphila,s__clostridium_symbiosum,0.61,0.39,0.22,0.052338,DBN_,TT,TTM
m__hmdb01149,s__escherichia_coli,s__streptococcus_thermophilus,0.19,1,0.14,0.0266,DBN_,TT,TTM
m__hmdb01257,s__bacteroides_eggerthii,s__odoribacter_splanchnicus,0.25,0.11,0.85,0.023375,DBN_,TT,TTM
m__hmdb00251,s__eubacterium_siraeum,s__alistipes_onderdonkii,0.37,0.31,0.18,0.020646,DBN_,TT,TTM
m__hmdb01257,s__bacteroides_eggerthii,s__eubacterium_ventriosum,0.25,0.21,0.13,0.006825,DBN_,TT,TTM
m__hmdb00764,s__eubacterium_siraeum,s__alistipes_shahii,0.19,0.25,0.13,0.006175,DBN_,TT,TTM
s__clostridium_citroniae,s__bacteroides_ovatus,g__dna helicase,1,1,1,1,DBN_,TG,TTG
s__clostridium_citroniae,s__bacteroides_ovatus,g__shikimate kinase,1,1,1,1,DBN_,TG,TTG
s__clostridium_citroniae,g__dna helicase,s__bacteroides_ovatus,1,1,1,1,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_stercoris,1,1,1,1,DBN_,TG,TTG
s__ruminococcus_obeum,g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,1,1,1,1,DBN_,TG,TTG
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__ruminococcus_torques,1,1,1,1,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_ovatus,1,0.99,1,0.99,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,s__escherichia_coli,1,1,0.98,0.98,DBN_,TG,TTG
s__anaerotruncus_colihominis,g__phosphatidate cytidylyltransferase,s__ruminococcus_torques,1,1,0.97,0.97,DBN_,TG,TTG
s__parabacteroides_distasonis,g__shikimate kinase,s__roseburia_inulinivorans,1,0.96,1,0.96,DBN_,TG,TTG
s__sutterella_wadsworthensis,g__acetyl-coa c-acetyltransferase,s__bacteroides_thetaiotaomicron,1,1,0.94,0.94,DBN_,TG,TTG
s__anaerotruncus_colihominis,s__bacteroides_caccae,g__shikimate kinase,1,0.93,1,0.93,DBN_,TG,TTG
s__c2likevirus_unclassified,s__haemophilus_parainfluenzae,s__faecalibacterium_prausnitzii,0.89,1,1,0.89,DBN_,TG,TTG
s__anaerotruncus_colihominis,s__ruminococcus_torques,g__shikimate kinase,1,0.93,0.92,0.8556,DBN_,TG,TTG
s__veillonella_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,1,0.85,0.85,DBN_,TG,TTG
s__ruminococcus_gnavus,s__bacteroides_fragilis,s__roseburia_intestinalis,0.82,0.97,1,0.7954,DBN_,TG,TTG
s__bacteroides_dorei,s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,0.85,0.92,0.99,0.77418,DBN_,TG,TTG
s__ruminococcus_gnavus,s__roseburia_intestinalis,g__fructose-bisphosphate aldolase,0.97,0.77,0.96,0.717024,DBN_,TG,TTG
s__parabacteroides_distasonis,g__beta-lactamase,s__eubacterium_siraeum,0.55,1,1,0.55,DBN_,TG,TTG
s__bacteroides_eggerthii,s__alistipes_shahii,g__5-formyltetrahydrofolate cyclo-ligase,0.74,0.86,0.85,0.54094,DBN_,TG,TTG
s__veillonella_dispar,g__dephospho-coa kinase,s__clostridium_clostridioforme,0.59,0.82,0.98,0.474124,DBN_,TG,TTG
s__barnesiella_intestinihominis,s__alistipes_shahii,g__histidine kinase,0.64,0.99,0.73,0.462528,DBN_,TG,TTG
s__bacteroides_eggerthii,g__5-formyltetrahydrofolate cyclo-ligase,s__ruminococcus_torques,0.86,0.55,0.97,0.45881,DBN_,TG,TTG
s__parabacteroides_merdae,g__superoxide dismutase,s__bacteroides_uniformis,0.5,0.99,0.86,0.4257,DBN_,TG,TTG
s__bacteroides_eggerthii,s__alistipes_shahii,g__glutamate decarboxylase,0.74,1,0.54,0.3996,DBN_,TG,TTG
s__oscillibacter_unclassified,g__methionyl aminopeptidase,s__eubacterium_siraeum,0.47,0.85,1,0.3995,DBN_,TG,TTG
s__bacteroides_dorei,g__transaldolase,s__bacteroides_ovatus,0.48,0.85,0.94,0.38352,DBN_,TG,TTG
s__bacteroides_eggerthii,s__ruminococcus_torques,s__alistipes_shahii,0.55,0.74,0.86,0.35002,DBN_,TG,TTG
s__bacteroides_dorei,s__eubacterium_ventriosum,g__acetyl-coa c-acetyltransferase,0.37,0.92,1,0.3404,DBN_,TG,TTG
s__bacteroides_dorei,s__bacteroides_ovatus,g__phosphatidate cytidylyltransferase,0.85,0.38,1,0.323,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,s__haemophilus_parainfluenzae,1,0.89,0.36,0.3204,DBN_,TG,TTG
s__oscillibacter_unclassified,s__eubacterium_siraeum,g__dna helicase,0.85,0.74,0.5,0.3145,DBN_,TG,TTG
s__clostridium_citroniae,s__bacteroides_ovatus,g__dna-directed rna polymerase,1,0.99,0.22,0.2178,DBN_,TG,TTG
s__bacteroides_eggerthii,s__ruminococcus_torques,g__rna helicase,0.55,1,0.39,0.2145,DBN_,TG,TTG
s__sutterella_wadsworthensis,s__eubacterium_ventriosum,g__acetyl-coa c-acetyltransferase,0.21,1,1,0.21,DBN_,TG,TTG
s__sutterella_wadsworthensis,s__bacteroides_fragilis,g__peroxiredoxin,0.21,1,1,0.21,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__bacteroides_stercoris,0.99,1,0.21,0.2079,DBN_,TG,TTG
s__bacteroides_eggerthii,s__ruminococcus_torques,g__ribulose-phosphate 3-epimerase,0.55,0.36,0.99,0.19602,DBN_,TG,TTG
s__bacteroides_dorei,g__acetyl-coa c-acetyltransferase,s__eubacterium_ventriosum,0.92,0.37,0.57,0.194028,DBN_,TG,TTG
s__parabacteroides_unclassified,s__clostridium_clostridioforme,g__l-serine ammonia-lyase,0.23,0.76,1,0.1748,DBN_,TG,TTG
s__lachnospiraceae_bacterium_1_1_57faa,s__alistipes_shahii,s__bacteroides_faecis,0.24,0.94,0.76,0.171456,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__bacteroides_faecis,0.99,1,0.15,0.1485,DBN_,TG,TTG
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,g__dna-directed rna polymerase,0.22,1,0.64,0.1408,DBN_,TG,TTG
s__clostridium_symbiosum,g__aldose 1-epimerase,s__clostridium_clostridioforme,1,0.62,0.22,0.1364,DBN_,TG,TTG
s__sutterella_wadsworthensis,g__acetyl-coa c-acetyltransferase,s__eubacterium_ventriosum,1,0.21,0.57,0.1197,DBN_,TG,TTG
s__bacteroides_eggerthii,s__alistipes_shahii,g__3-hydroxybutyryl-coa dehydrogenase,0.74,0.68,0.23,0.115736,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__phosphoglycerate kinase,1,0.41,0.28,0.1148,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,s__roseburia_inulinivorans,1,1,0.1,0.1,DBN_,TG,TTG
s__oscillibacter_unclassified,s__eubacterium_siraeum,g__phosphoglycerate kinase,0.85,0.14,0.81,0.09639,DBN_,TG,TTG
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,s__roseburia_intestinalis,0.94,0.1,1,0.094,DBN_,TG,TTG
s__eubacterium_eligens,s__clostridium_clostridioforme,g__phosphatidate cytidylyltransferase,0.24,0.38,1,0.0912,DBN_,TG,TTG
s__oscillibacter_unclassified,s__eubacterium_siraeum,g__methionyl aminopeptidase,0.85,0.47,0.22,0.08789,DBN_,TG,TTG
s__barnesiella_intestinihominis,s__alistipes_shahii,g__phosphoglycerate kinase,0.64,0.17,0.78,0.084864,DBN_,TG,TTG
s__ruminococcus_gnavus,g__methionyl aminopeptidase,s__bacteroides_fragilis,1,0.82,0.1,0.082,DBN_,TG,TTG
s__bacteroides_dorei,s__bacteroides_ovatus,s__eubacterium_ventriosum,0.85,0.37,0.26,0.08177,DBN_,TG,TTG
s__parabacteroides_merdae,s__clostridium_clostridioforme,g__uridine kinase,0.1,0.55,1,0.055,DBN_,TG,TTG
s__parabacteroides_merdae,g__uridine kinase,s__clostridium_clostridioforme,0.55,0.1,1,0.055,DBN_,TG,TTG
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,s__alistipes_shahii,0.94,0.36,0.15,0.05076,DBN_,TG,TTG
s__prevotella_copri,g__aspartate ammonia-lyase,s__streptococcus_parasanguinis,0.11,1,0.43,0.0473,DBN_,TG,TTG
s__parabacteroides_merdae,s__bacteroides_uniformis,s__clostridium_clostridioforme,0.99,0.1,0.41,0.04059,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__eubacterium_ventriosum,0.99,0.15,0.26,0.03861,DBN_,TG,TTG
s__subdoligranulum_unclassified,s__alistipes_shahii,g__5-formyltetrahydrofolate cyclo-ligase,0.36,0.11,0.85,0.03366,DBN_,TG,TTG
s__barnesiella_intestinihominis,s__eubacterium_ventriosum,g__histidine kinase,0.16,0.99,0.17,0.026928,DBN_,TG,TTG
s__clostridium_citroniae,s__bacteroides_ovatus,g__thymidylate synthase,1,0.19,0.13,0.0247,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_stercoris,s__eubacterium_ventriosum,1,0.15,0.15,0.0225,DBN_,TG,TTG
s__oscillibacter_unclassified,g__phosphopyruvate hydratase,s__bacteroides_cellulosilyticus,1,0.22,0.1,0.022,DBN_,TG,TTG
s__alistipes_putredinis,s__bacteroides_finegoldii,g__peptidylprolyl isomerase,0.1,0.18,0.99,0.01782,DBN_,TG,TTG
s__bacteroides_dorei,g__phosphatidate cytidylyltransferase,s__eubacterium_ventriosum,0.38,0.37,0.11,0.015466,DBN_,TG,TTG
s__dorea_formicigenerans,g__methionyl aminopeptidase,s__bacteroides_faecis,0.48,0.16,0.2,0.01536,DBN_,TG,TTG
s__parabacteroides_merdae,s__clostridium_clostridioforme,g__l-serine ammonia-lyase,0.1,0.11,1,0.011,DBN_,TG,TTG
s__parabacteroides_unclassified,s__clostridium_clostridioforme,g__dihydrolipoyl dehydrogenase,0.23,0.14,0.33,0.010626,DBN_,TG,TTG
s__dorea_formicigenerans,s__ruminococcus_torques,s__bacteroides_faecis,0.45,0.16,0.1,0.0072,DBN_,TG,TTG
s__clostridium_asparagiforme,s__alistipes_shahii,g__3-hydroxybutyryl-coa dehydrogenase,0.16,0.12,0.23,0.004416,DBN_,TG,TTG
g__triose-phosphate isomerase,s__bacteroides_finegoldii,s__eubacterium_eligens,1,0.95,1,0.95,DBN_,TT,TTG
g__shikimate kinase,s__streptococcus_thermophilus,s__parabacteroides_unclassified,0.96,1,0.98,0.9408,DBN_,TT,TTG
g__rna helicase,s__bacteroides_eggerthii,s__streptococcus_parasanguinis,0.94,1,0.98,0.9212,DBN_,TT,TTG
g__shikimate kinase,s__eubacterium_siraeum,s__parabacteroides_unclassified,0.98,1,0.73,0.7154,DBN_,TT,TTG
