NetworkName,T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi,NetworksThisUnrollingWasFoundIn
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_rectale,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_fragilis,0.363636363636364,,0.272727272727273,0.181818181818182,0.0180315552216379,FALSE,FALSE,TRUE,FALSE,33
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__faecalibacterium_prausnitzii,,g__aspartate ammonia-lyase,,s__streptococcus_parasanguinis,0.19,,0.13,0.7,0.01729,FALSE,FALSE,TRUE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__escherichia_coli,,g__histidine kinase,,s__bifidobacterium_longum,0.12,,0.14,1,0.0168,FALSE,FALSE,TRUE,FALSE,8
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_uniformis,,g__dihydrolipoyl_dehydrogenase,,s__bacteroides_uniformis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__faecalibacterium_prausnitzii,,g__peptidylprolyl_isomerase,,s__eubacterium_ventriosum,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_fragilis,,g__histidine_kinase,,s__roseburia_intestinalis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_xylanisolvens,,g__shikimate_kinase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,3
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_faecis,,g__phosphoglycerate_kinase,,s__alistipes_shahii,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__alistipes_shahii,,g__phosphoglycerate_kinase,,s__bacteroides_faecis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_faecis,,g__peptidylprolyl_isomerase,,s__eubacterium_ventriosum,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__clostridium_bolteae,,g__histidine_kinase,,s__clostridium_bolteae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__ruminococcus_torques,,g__shikimate_kinase,,s__bacteroides_caccae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,3
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_uniformis,,g__pyruvate_carboxylase,,s__bacteroides_uniformis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_xylanisolvens,,g__uridine_kinase,,s__bacteroides_xylanisolvens,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__roseburia_inulinivorans,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,8
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__roseburia_inulinivorans,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__eubacterium_ventriosum,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_faecis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__roseburia_inulinivorans,,g__shikimate_kinase,,s__faecalibacterium_prausnitzii,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__haemophilus_parainfluenzae,,g__ribulosephosphate_3epimerase,,s__haemophilus_parainfluenzae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__clostridium_bolteae,,g__dna_helicase,,s__clostridium_bolteae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__escherichia_coli,,g__dephosphocoa_kinase,,s__escherichia_coli,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__bifidobacterium_longum,,g__glutamate_dehydrogenase,,s__haemophilus_parainfluenzae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__alistipes_shahii,,g__dnadirected_rna_polymerase,,s__alistipes_shahii,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__streptococcus_parasanguinis,,g__fructosebisphosphate_aldolase,,s__klebsiella_pneumoniae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_fragilis,,g__acetylcoa_cacetyltransferase,,s__roseburia_inulinivorans,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__roseburia_inulinivorans,,g__acetylcoa_cacetyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__clostridium_bolteae,,g__shikimate_kinase,,s__bacteroides_caccae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_caccae,,g__pyruvate_carboxylase,,s__clostridium_bolteae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__streptococcus_parasanguinis,,g__peroxiredoxin,,s__klebsiella_pneumoniae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.0001_nboots5_testPositiveCorr,s__eubacterium_rectale,,g__methionyl_aminopeptidase,,s__eubacterium_rectale,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_uniformis,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_faecis,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_uniformis,,g__histidine_kinase,,s__bacteroides_fragilis,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__ruminococcus_torques,,g__peroxiredoxin,,s__bacteroides_xylanisolvens,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_xylanisolvens,,g__peroxiredoxin,,s__ruminococcus_torques,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE,5
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__ruminococcus_torques,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_faecis,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_faecis,,g__phosphatidate_cytidylyltransferase,,s__ruminococcus_torques,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_stercoris,,g__methionyl_aminopeptidase,,s__bacteroides_finegoldii,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_finegoldii,,g__methionyl_aminopeptidase,,s__bacteroides_stercoris,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__akkermansia_muciniphila,,g__transaldolase,,s__ruminococcus_torques,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.001_nboots5_testPositiveCorr,s__ruminococcus_torques,,g__transaldolase,,s__akkermansia_muciniphila,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__eubacterium_rectale,,g__dephosphocoa_kinase,,s__akkermansia_muciniphila,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_finegoldii,,g__aldose 1-epimerase,,s__bacteroides_finegoldii,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,9
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__haemophilus_parainfluenzae,,g__phosphoglycerate kinase,,s__bacteroides_ovatus,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_stercoris,,g__histidine kinase,,s__bacteroides_ovatus,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__odoribacter_splanchnicus,,g__uridine kinase,,s__alistipes_shahii,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,g__superoxide dismutase,,s__roseburia_intestinalis,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__odoribacter_splanchnicus,,g__dihydrolipoyl dehydrogenase,,s__odoribacter_splanchnicus,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_xylanisolvens,,g__aldose 1-epimerase,,s__bacteroides_xylanisolvens,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__roseburia_inulinivorans,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_xylanisolvens,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,77
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_bolteae,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,74
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__streptococcus_parasanguinis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__streptococcus_parasanguinis,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,73
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_ventriosum,,g__endopeptidase clp,,s__haemophilus_parainfluenzae,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_fragilis,,g__histidine kinase,,s__haemophilus_parainfluenzae,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__akkermansia_muciniphila,,g__methionyl aminopeptidase,,s__akkermansia_muciniphila,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__alistipes_shahii,,g__histidine kinase,,s__alistipes_shahii,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__clostridium_bolteae,,g__3-hydroxybutyryl-coa dehydrogenase,,s__clostridium_bolteae,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,23
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__akkermansia_muciniphila,,g__glutamate decarboxylase,,s__akkermansia_muciniphila,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,6
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_siraeum,,g__aldose 1-epimerase,,s__akkermansia_muciniphila,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,g__3-hydroxybutyryl-coa dehydrogenase,,s__bacteroides_ovatus,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,28
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__streptococcus_parasanguinis,,g__5-formyltetrahydrofolate cyclo-ligase,,s__eubacterium_rectale,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,27
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_uniformis,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,75
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_ventriosum,,g__dna helicase,,s__odoribacter_splanchnicus,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__akkermansia_muciniphila,,g__shikimate kinase,,s__alistipes_shahii,0.181818181818182,,0.181818181818182,0.454545454545455,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__roseburia_intestinalis,,g__aspartate ammonia-lyase,,s__faecalibacterium_prausnitzii,0.454545454545455,,0.181818181818182,0.181818181818182,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__ruminococcus_torques,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_cellulosilyticus,0.454545454545455,,0.181818181818182,0.181818181818182,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,11
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__klebsiella_pneumoniae,,g__beta-lactamase,,s__escherichia_coli,0.181818181818182,,0.454545454545455,0.181818181818182,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,9
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_fragilis,,g__glutamate decarboxylase,,s__bacteroides_uniformis,0.181818181818182,,0.454545454545455,0.181818181818182,0.0150262960180316,FALSE,FALSE,TRUE,FALSE,11
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,g__peptidylprolyl isomerase,,s__faecalibacterium_prausnitzii,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,g__dihydrolipoyl dehydrogenase,,s__ruminococcus_torques,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__ruminococcus_torques,,g__beta-lactamase,,s__clostridium_bolteae,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__faecalibacterium_prausnitzii,,g__phosphatidate cytidylyltransferase,,s__bacteroides_xylanisolvens,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,g__pyruvate carboxylase,,s__roseburia_inulinivorans,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_uniformis,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,75
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__alistipes_shahii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__escherichia_coli,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,82
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__ruminococcus_torques,,g__5-formyltetrahydrofolate cyclo-ligase,,s__roseburia_intestinalis,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__ruminococcus_torques,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__haemophilus_parainfluenzae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,71
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_xylanisolvens,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__odoribacter_splanchnicus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,22
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__escherichia_coli,,g__glutamate decarboxylase,,s__bacteroides_finegoldii,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__ruminococcus_torques,,g__aldose 1-epimerase,,s__ruminococcus_torques,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__klebsiella_pneumoniae,,g__3-hydroxybutyryl-coa dehydrogenase,,s__bacteroides_caccae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__clostridium_clostridioforme,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_xylanisolvens,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,8
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__clostridium_clostridioforme,,g__dephospho-coa kinase,,s__akkermansia_muciniphila,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__faecalibacterium_prausnitzii,,g__l-serine ammonia-lyase,,s__bacteroides_thetaiotaomicron,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__roseburia_inulinivorans,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_cellulosilyticus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,9
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_siraeum,,g__glutamate dehydrogenase,,s__eubacterium_ventriosum,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_stercoris,,g__l-serine ammonia-lyase,,s__ruminococcus_torques,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__ruminococcus_torques,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__streptococcus_parasanguinis,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,18
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__clostridium_clostridioforme,,g__glutamate dehydrogenase,,s__eubacterium_ventriosum,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__akkermansia_muciniphila,,g__ribulose-phosphate 3-epimerase,,s__eubacterium_siraeum,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__haemophilus_parainfluenzae,,g__fructose-bisphosphate aldolase,,s__bacteroides_faecis,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__clostridium_clostridioforme,,g__glucose-1-phosphate adenylyltransferase,,s__haemophilus_parainfluenzae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__roseburia_inulinivorans,,g__l-serine ammonia-lyase,,s__roseburia_inulinivorans,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
