T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__escherichia_coli,,g__3-hydroxybutyryl-coa dehydrogenase,,s__roseburia_intestinalis,0.67,,0.24,0.58,0.093264,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_clostridioforme,0.39,,0.22,0.99,0.084942,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_uniformis,0.11,,0.77,0.98,0.083006,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__5-formyltetrahydrofolate cyclo-ligase,,s__streptococcus_parasanguinis,0.49,,1,0.16,0.0784,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.21,,1,0.36,0.0756,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__beta-lactamase,,s__bacteroides_caccae,0.55,,0.13,1,0.0715,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__aspartate ammonia-lyase,,s__bacteroides_ovatus,1,,0.34,0.21,0.0714,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__5-formyltetrahydrofolate cyclo-ligase,,s__streptococcus_parasanguinis,0.21,,1,0.3,0.063,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__aspartate ammonia-lyase,,s__bacteroides_ovatus,0.18,,0.34,1,0.0612,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__eubacterium_ventriosum,1,,0.15,0.37,0.0555,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__eubacterium_siraeum,0.13,,0.9,0.44,0.05148,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.13,,0.7,0.49,0.04459,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dephospho-coa kinase,,s__bacteroides_finegoldii,1,,0.23,0.19,0.0437,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_faecis,0.99,,0.4,0.11,0.04356,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__beta-lactamase,,s__haemophilus_parainfluenzae,0.16,,0.27,1,0.0432,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__aldose 1-epimerase,,s__clostridium_clostridioforme,0.17,,0.26,0.97,0.042874,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__methionyl aminopeptidase,,s__bacteroides_faecis,1,,0.23,0.17,0.0391,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__pyruvate carboxylase,,s__roseburia_inulinivorans,0.83,,0.22,0.21,0.038346,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__beta-lactamase,,s__haemophilus_parainfluenzae,0.21,,0.27,0.63,0.035721,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__methionyl aminopeptidase,,s__bacteroides_faecis,0.19,,0.23,0.78,0.034086,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__dna-directed rna polymerase,,s__bacteroides_cellulosilyticus,0.46,,0.74,0.1,0.03404,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__endopeptidase clp,,s__eubacterium_rectale,0.16,,0.18,1,0.0288,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__phosphatidate cytidylyltransferase,,s__eubacterium_ventriosum,0.17,,0.24,0.7,0.02856,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,0.16,,0.96,0.18,0.027648,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.16,,0.17,1,0.0272,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,0.13,,0.96,0.21,0.026208,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.21,,1,0.12,0.0252,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,0.17,,1,0.13,0.0221,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__phosphatidate cytidylyltransferase,,s__eubacterium_rectale,0.43,,0.23,0.22,0.021758,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_clostridioforme,0.98,,0.22,0.1,0.02156,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.16,,0.7,0.17,0.01904,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__beta-lactamase,,s__bacteroides_caccae,0.1,,0.13,1,0.013,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__3-hydroxybutyryl-coa dehydrogenase,,s__roseburia_intestinalis,0.15,,0.24,0.36,0.01296,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__dephospho-coa kinase,,s__bacteroides_finegoldii,0.15,,0.23,0.37,0.012765,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.55,,0.17,0.1,0.00935,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00056,s__bacteroides_caccae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00251,s__bacteroides_xylanisolvens,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__ruminococcus_torques,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00056,s__ruminococcus_torques,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__clostridium_bolteae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb01257,s__clostridium_bolteae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__clostridium_bolteae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb01257,s__eubacterium_ventriosum,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb01257,s__eubacterium_ventriosum,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__eubacterium_rectale,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01149,s__escherichia_coli,,0.99,1,1,0.99,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01149,s__haemophilus_parainfluenzae,,0.99,1,1,0.99,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00020,s__roseburia_intestinalis,,1,0.99,1,0.99,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb02322,s__bacteroides_fragilis,,0.99,1,1,0.99,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01149,s__bifidobacterium_longum,,0.99,1,1,0.99,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__roseburia_intestinalis,,1,0.99,0.98,0.9702,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00043,s__eubacterium_ventriosum,,0.96,1,0.95,0.912,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00764,s__bacteroides_faecis,,1,0.91,1,0.91,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00097,s__bacteroides_cellulosilyticus,,1,0.9,1,0.9,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00097,s__bacteroides_cellulosilyticus,,1,0.9,1,0.9,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_longum,,,m__hmdb00251,s__roseburia_inulinivorans,,0.95,0.99,0.94,0.88407,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__odoribacter_splanchnicus,,1,0.86,1,0.86,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb01257,s__odoribacter_splanchnicus,,1,0.86,1,0.86,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00030,s__bacteroides_finegoldii,,1,0.98,0.87,0.8526,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00289,s__bacteroides_uniformis,,1,0.87,0.98,0.8526,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__odoribacter_splanchnicus,,1,0.86,0.97,0.8342,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00056,s__ruminococcus_torques,,0.82,1,1,0.82,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00289,s__bacteroides_uniformis,,0.94,0.87,1,0.8178,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00030,s__eubacterium_rectale,,1,0.81,1,0.81,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb01149,s__bifidobacterium_longum,,1,1,0.8,0.8,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_finegoldii,,1,0.78,1,0.78,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00630,s__streptococcus_parasanguinis,,1,0.76,1,0.76,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__bifidobacterium_longum,,1,0.92,0.79,0.7268,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00043,s__eubacterium_ventriosum,,0.96,1,0.7,0.672,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb01149,s__haemophilus_parainfluenzae,,1,1,0.63,0.63,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00020,s__eubacterium_rectale,,1,1,0.63,0.63,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00097,s__eubacterium_siraeum,,1,0.62,1,0.62,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb02322,s__bacteroides_ovatus,,1,0.98,0.63,0.6174,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00195,s__odoribacter_splanchnicus,,0.56,0.97,0.99,0.537768,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.98,0.76,0.69,0.513912,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__haemophilus_parainfluenzae,,1,0.47,1,0.47,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00030,s__eubacterium_ventriosum,,0.99,0.46,1,0.4554,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb02322,s__bacteroides_ovatus,,0.46,0.98,1,0.4508,FALSE,FALSE,FALSE,TRUE
s__roseburia_inulinivorans,,,m__hmdb00209,s__roseburia_inulinivorans,,0.96,0.46,1,0.4416,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00289,s__streptococcus_parasanguinis,,0.97,0.5,0.9,0.4365,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00630,s__clostridium_clostridioforme,,1,0.42,1,0.42,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_faecis,,1,0.59,0.71,0.4189,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00209,s__roseburia_inulinivorans,,0.91,0.46,1,0.4186,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00630,s__clostridium_clostridioforme,,0.98,0.42,1,0.4116,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00630,s__clostridium_clostridioforme,,1,0.42,0.94,0.3948,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00630,s__akkermansia_muciniphila,,1,0.4,0.96,0.384,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00097,s__eubacterium_siraeum,,0.59,0.62,1,0.3658,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00630,s__bacteroides_finegoldii,,1,0.73,0.49,0.3577,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb02322,s__bacteroides_stercoris,,1,0.53,0.62,0.3286,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00619,s__akkermansia_muciniphila,,0.44,0.73,1,0.3212,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00030,s__bacteroides_caccae,,1,0.31,1,0.31,FALSE,FALSE,FALSE,TRUE
s__roseburia_inulinivorans,,,m__hmdb00020,s__roseburia_intestinalis,,1,0.99,0.28,0.2772,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00619,s__bacteroides_xylanisolvens,,1,0.27,1,0.27,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb02322,s__bacteroides_ovatus,,0.26,0.98,1,0.2548,FALSE,FALSE,FALSE,TRUE
s__roseburia_inulinivorans,,,m__hmdb00020,s__eubacterium_rectale,,1,1,0.24,0.24,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb02322,s__bacteroides_stercoris,,0.46,0.53,0.98,0.238924,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00043,s__bacteroides_stercoris,,0.65,0.88,0.4,0.2288,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_faecis,,1,0.45,0.5,0.225,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00251,s__eubacterium_siraeum,,0.63,0.34,1,0.2142,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00251,s__roseburia_inulinivorans,,1,0.99,0.21,0.2079,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb02322,s__bacteroides_ovatus,,0.99,0.98,0.21,0.203742,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00056,s__eubacterium_rectale,,1,0.91,0.22,0.2002,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb00239,s__bacteroides_ovatus,,1,1,0.2,0.2,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00289,s__bacteroides_finegoldii,,0.97,0.21,0.94,0.191478,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_longum,,,m__hmdb00251,s__eubacterium_siraeum,,0.95,0.34,0.58,0.18734,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb00289,s__streptococcus_parasanguinis,,0.99,0.5,0.37,0.18315,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb00619,s__alistipes_shahii,,1,0.18,1,0.18,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__escherichia_coli,,1,0.54,0.32,0.1728,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00251,s__bacteroides_xylanisolvens,,0.17,1,1,0.17,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00296,s__bacteroides_thetaiotaomicron,,0.54,0.38,0.82,0.168264,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb01257,s__bifidobacterium_longum,,1,0.92,0.18,0.1656,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00014,s__clostridium_bolteae,,1,0.42,0.39,0.1638,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb02322,s__escherichia_coli,,0.96,0.17,1,0.1632,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00289,s__klebsiella_pneumoniae,,0.97,0.16,1,0.1552,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00619,s__odoribacter_splanchnicus,,1,0.15,1,0.15,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00289,s__streptococcus_parasanguinis,,1,0.5,0.3,0.15,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__eubacterium_rectale,,1,0.15,1,0.15,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb00619,s__bacteroides_finegoldii,,1,0.78,0.19,0.1482,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00097,s__alistipes_shahii,,1,0.14,1,0.14,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb02322,s__bacteroides_stercoris,,0.26,0.53,1,0.1378,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00289,s__klebsiella_pneumoniae,,1,0.16,0.81,0.1296,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00251,s__roseburia_inulinivorans,,0.17,0.99,0.77,0.129591,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00056,s__ruminococcus_torques,,0.12,1,1,0.12,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00619,s__bacteroides_xylanisolvens,,0.44,0.27,1,0.1188,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00056,s__bacteroides_uniformis,,0.12,0.97,1,0.1164,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__bacteroides_ovatus,,1,0.85,0.13,0.1105,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00056,s__bacteroides_caccae,,0.12,1,0.88,0.1056,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb02322,s__escherichia_coli,,1,0.17,0.6,0.102,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00630,s__klebsiella_pneumoniae,,1,0.1,1,0.1,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_longum,,,m__hmdb00251,s__streptococcus_parasanguinis,,0.95,0.63,0.16,0.09576,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00630,s__clostridium_bolteae,,0.98,0.25,0.36,0.0882,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00097,s__alistipes_shahii,,0.59,0.14,1,0.0826,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__bacteroides_xylanisolvens,,0.1,0.73,1,0.073,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00764,s__klebsiella_pneumoniae,,0.24,0.26,1,0.0624,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00619,s__odoribacter_splanchnicus,,0.44,0.15,0.87,0.05742,FALSE,FALSE,FALSE,TRUE
s__roseburia_inulinivorans,,,m__hmdb00020,s__eubacterium_siraeum,,1,0.22,0.26,0.0572,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00014,s__eubacterium_ventriosum,,1,0.14,0.37,0.0518,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__roseburia_inulinivorans,,0.1,0.46,1,0.046,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00764,s__klebsiella_pneumoniae,,0.17,0.26,1,0.0442,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00097,s__alistipes_shahii,,0.35,0.14,0.88,0.04312,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00296,s__bacteroides_thetaiotaomicron,,1,0.38,0.1,0.038,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__bacteroides_caccae,,1,0.31,0.12,0.0372,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00195,s__streptococcus_parasanguinis,,0.99,0.15,0.25,0.037125,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00097,s__bacteroides_faecis,,0.35,0.13,0.8,0.0364,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb01257,s__eubacterium_rectale,,1,0.15,0.17,0.0255,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00619,s__alistipes_shahii,,0.36,0.18,0.12,0.007776,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00239,s__streptococcus_parasanguinis,,0.13,0.1,0.18,0.00234,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,s__clostridium_citroniae,,,s__bacteroides_ovatus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__anaerotruncus_colihominis,,,s__bacteroides_caccae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__bacteroides_finegoldii,,,s__bacteroides_finegoldii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_thetaiotaomicron,,,s__bacteroides_xylanisolvens,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__c2likevirus_unclassified,,,s__escherichia_coli,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__eubacterium_siraeum,,,s__bacteroides_cellulosilyticus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__lachnospiraceae_bacterium_1_1_57faa,,,s__bacteroides_faecis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__alistipes_shahii,,,s__clostridium_bolteae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__streptococcus_parasanguinis,,,s__klebsiella_pneumoniae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__eubacterium_ventriosum,s__bacteroides_vulgatus,,,s__eubacterium_ventriosum,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_fragilis,,,s__bacteroides_fragilis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__bacteroides_fragilis,,,s__bacteroides_fragilis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__bacteroides_eggerthii,,,s__clostridium_clostridioforme,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__akkermansia_muciniphila,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__bacteroides_fragilis,,,s__akkermansia_muciniphila,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,,,s__roseburia_inulinivorans,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__roseburia_inulinivorans,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__bacteroides_fragilis,,,s__roseburia_inulinivorans,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__eubacterium_rectale,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__bacteroides_cellulosilyticus,,,s__bacteroides_cellulosilyticus,0.99,,1,1,0.99,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__peptostreptococcaceae_noname_unclassified,,,s__faecalibacterium_prausnitzii,1,,0.99,1,0.99,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__bacteroides_eggerthii,,,s__alistipes_shahii,0.99,,0.99,1,0.9801,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__roseburia_inulinivorans,,,s__bacteroides_fragilis,0.98,,1,1,0.98,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__roseburia_inulinivorans,,,s__roseburia_inulinivorans,0.98,,1,1,0.98,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__clostridium_bolteae,,,s__bacteroides_stercoris,1,,0.97,0.98,0.9506,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__anaerotruncus_colihominis,,,s__eubacterium_rectale,1,,0.95,1,0.95,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__clostridium_bolteae,,,s__bacteroides_stercoris,1,,0.97,0.97,0.9409,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,,,s__streptococcus_parasanguinis,0.94,,1,1,0.94,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,,,s__klebsiella_pneumoniae,0.94,,1,1,0.94,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__peptostreptococcaceae_noname_unclassified,,,s__faecalibacterium_prausnitzii,1,,0.99,0.94,0.9306,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_fragilis,,,s__akkermansia_muciniphila,1,,1,0.92,0.92,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__bacteroides_finegoldii,1,,0.96,0.94,0.9024,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__eubacterium_siraeum,,,s__bacteroides_thetaiotaomicron,0.93,,0.93,1,0.8649,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__ruminococcus_torques,,,s__ruminococcus_torques,0.85,,1,1,0.85,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__anaerotruncus_colihominis,,,s__bacteroides_caccae,0.84,,1,1,0.84,TRUE,FALSE,FALSE,FALSE
